ano,rodada,data,mandante,gm,gv,visitante,local,perda_pontos_m,perda_pontos_v
2013,8,2013-07-13,Avaí,2,2,Paraná,Ressacada,,
2013,8,2013-07-13,Joinville,2,2,Chapecoense,Arena Joinville,,
2013,8,2013-07-13,Ceará,4,1,ASA,Castelão,,
2013,8,2013-07-13,Guaratinguetá,3,0,Icasa,Dario Leite,,
2013,9,2013-07-16,Icasa,0,3,Oeste,Mauro Sampaio,,
2013,9,2013-07-16,Sport,2,0,Avaí,Ilha do Retiro,,
2013,9,2013-07-19,Paraná,4,0,América-RN,Durival Britto,,
2013,9,2013-07-19,São Caetano,0,1,Guaratinguetá,Anacleto Campanella,,
2013,9,2013-07-20,Boa,1,0,Paysandu,Dilzon Melo,,
2013,9,2013-07-20,Bragantino,2,0,Ceará,Nabi Abi Chedid,,
2013,9,2013-08-20,Chapecoense,2,0,América-MG,Arena Condá,,
2013,9,2013-07-20,Figueirense,2,3,Palmeiras,Orlando Scarpelli,,
2013,9,2013-07-20,ABC,0,0,Joinville,Frasqueirão,,
2013,9,2013-07-20,ASA,0,1,Atlético-GO,Coaracy Fonseca,,
2013,10,2013-07-23,ASA,2,1,Bragantino,Coaracy Fonseca,,
2013,10,2013-07-23,Icasa,2,1,Joinville,Mauro Sampaio,,
2013,10,2013-07-26,Atlético-GO,0,1,América-RN,Serra Dourada,,
2013,10,2013-07-26,Sport,2,0,Oeste,Ilha do Retiro,,
2013,10,2013-07-27,Boa,1,1,América-MG,Dilzon Melo,,
2013,10,2013-07-27,Chapecoense,3,1,Avaí,Arena Condá,,
2013,10,2013-07-27,Guaratinguetá,1,1,Palmeiras,Dario Leite,,
2013,10,2013-07-27,Paraná,3,0,Ceará,Durival Britto,,
2013,10,2013-07-27,ABC,3,0,Paysandu,Frasqueirão,,
2013,10,2013-07-27,Figueirense,3,1,São Caetano,Orlando Scarpelli,,
2013,11,2013-07-30,América-RN,2,0,ASA,Manoel Barreto,,
2013,11,2013-07-30,Avaí,1,0,Atlético-GO,Ressacada,,
2013,11,2013-07-30,Ceará,3,1,Chapecoense,Castelão,,
2013,11,2013-07-30,Joinville,2,3,Boa,Arena Joinville,,
2013,11,2013-07-30,Oeste,1,0,Guaratinguetá,Amaros,,
2013,11,2013-07-30,América-MG,5,0,Sport,Independência,,
2013,11,2013-07-30,Bragantino,0,0,Paraná,Nabi Abi Chedid,,
2013,11,2013-07-30,Palmeiras,4,0,Icasa,Pacaembu,,
2013,11,2013-07-30,Paysandu,2,1,Figueirense,Curuzu,,
2013,11,2013-07-30,São Caetano,2,1,ABC,Anacleto Campanella,,
2013,12,2013-08-02,América-RN,0,0,Boa,Manoel Barreto,,
2013,12,2013-08-02,Palmeiras,2,1,Bragantino,Pacaembu,,
2013,12,2013-08-02,América-MG,2,2,Ceará,Independência,,
2013,12,2013-08-02,Oeste,1,2,ASA,Amaros,,
2013,12,2013-08-03,Avaí,2,0,Paysandu,Ressacada,,
2013,12,2013-08-03,Icasa,3,2,São Caetano,Mauro Sampaio,,
2013,12,2013-08-03,Joinville,3,1,Figueirense,Arena Joinville,,
2013,12,2013-08-03,Sport,1,2,Chapecoense,Ilha do Retiro,,
2013,12,2013-08-03,Atlético-GO,0,2,Paraná,Serra Dourada,,
2013,12,2013-08-03,Guaratinguetá,3,1,ABC,Dario Leite,,
2013,13,2013-08-06,ASA,2,4,Sport,Coaracy Fonseca,,
2013,13,2013-08-06,Ceará,2,1,América-RN,Castelão,,
2013,13,2013-08-06,Chapecoense,3,0,Atlético-GO,Arena Condá,,
2013,13,2013-08-06,Figueirense,3,0,Icasa,Orlando Scarpelli,,
2013,13,2013-08-06,São Caetano,1,2,Palmeiras,Anacleto Campanella,,
2013,13,2013-08-06,ABC,0,0,Oeste,Frasqueirão,,
2013,13,2013-08-06,Boa,2,0,Guaratinguetá,Dilzon Melo,,
2013,13,2013-08-06,Bragantino,1,1,Avaí,Nabi Abi Chedid,,
2013,13,2013-08-06,Paraná,1,1,Joinville,Durival Britto,,
2013,13,2013-08-06,Paysandu,0,2,América-MG,Curuzu,,
2013,14,2013-08-09,ASA,2,0,América-MG,Coaracy Fonseca,,
2013,14,2013-08-09,Ceará,0,1,Atlético-GO,Castelão,,
2013,14,2013-08-09,Boa,1,0,Icasa,Dilzon Melo,,
2013,14,2013-08-09,Paysandu,2,1,Joinville,Curuzu,,
2013,14,2013-08-10,América-RN,0,0,ABC,Manoel Barreto,,
2013,14,2013-08-10,Figueirense,1,3,Avaí,Orlando Scarpelli,,
2013,14,2013-08-10,Palmeiras,2,1,Paraná,Pacaembu,,
2013,14,2013-08-10,São Caetano,2,1,Sport,Anacleto Campanella,,
2013,14,2013-08-10,Bragantino,2,0,Oeste,Nabi Abi Chedid,,
2013,14,2013-08-11,Chapecoense,1,0,Guaratinguetá,Arena Condá,,
2013,15,2013-08-13,América-MG,2,1,São Caetano,Independência,,
2013,15,2013-08-13,Avaí,2,0,ASA,Ressacada,,
2013,15,2013-08-13,Oeste,1,0,Paysandu,Amaros,,
2013,15,2013-08-13,Paraná,3,1,Boa,Durival Britto,,
2013,15,2013-08-13,Sport,2,1,Ceará,Ilha do Retiro,,
2013,15,2013-08-27,América-RN,0,1,Chapecoense,Manoel Barreto,,
2013,15,2013-08-13,Atlético-GO,0,1,Bragantino,Serra Dourada,,
2013,15,2013-08-13,Joinville,0,1,Palmeiras,Arena Joinville,,
2013,15,2013-08-14,Guaratinguetá,1,1,Figueirense,Dario Leite,,
2013,15,2013-08-27,Icasa,2,1,ABC,Mauro Sampaio,,
2013,16,2013-08-16,Avaí,1,1,Ceará,Ressacada,,
2013,16,2013-08-16,São Caetano,0,1,Boa,Anacleto Campanella,,
2013,16,2013-08-16,Oeste,0,2,Joinville,Amaros,,
2013,16,2013-08-16,Sport,3,2,Atlético-GO,Ilha do Retiro,,
2013,16,2013-08-17,ABC,3,2,Figueirense,Frasqueirão,,
2013,16,2013-08-17,América-MG,1,1,América-RN,Independência,,
2013,16,2013-08-17,Chapecoense,2,2,Paraná,Arena Condá,,
2013,16,2013-08-17,Palmeiras,3,2,Paysandu,Pacaembu,,
2013,16,2013-08-17,Guaratinguetá,2,1,ASA,Dario Leite,,
2013,16,2013-08-17,Icasa,4,1,Bragantino,Mauro Sampaio,,
2013,17,2013-08-20,Ceará,2,0,Guaratinguetá,Castelão,,
2013,17,2013-08-20,ASA,4,0,ABC,Coaracy Fonseca,,
2013,17,2013-08-23,América-RN,2,3,Avaí,Nazarenão,,
2013,17,2013-08-23,Joinville,1,0,São Caetano,Arena Joinville,,
2013,17,2013-08-24,Atlético-GO,1,1,América-MG,Serra Dourada,,
2013,17,2013-08-24,Boa,1,0,Palmeiras,Dilzon Melo,,
2013,17,2013-08-24,Bragantino,1,0,Chapecoense,Nabi Abi Chedid,,
2013,17,2013-08-24,Paraná,1,0,Sport,Durival Britto,,
2013,17,2013-08-24,Figueirense,3,0,Oeste,Orlando Scarpelli,,
2013,17,2013-08-24,Paysandu,1,2,Icasa,Curuzu,,
2013,18,2013-08-27,ASA,3,1,Figueirense,Coaracy Fonseca,,
2013,18,2013-08-27,América-MG,0,2,Joinville,Independência,,
2013,18,2013-08-30,Atlético-GO,4,0,Oeste,Serra Dourada,,
2013,18,2013-08-30,Avaí,2,0,ABC,Ressacada,,
2013,18,2013-08-31,América-RN,2,1,São Caetano,Nazarenão,,
2013,18,2013-08-31,Bragantino,0,0,Paysandu,Nabi Abi Chedid,,
2013,18,2013-08-31,Chapecoense,1,2,Icasa,Arena Condá,,
2013,18,2013-08-31,Paraná,4,0,Guaratinguetá,Durival Britto,,
2013,18,2013-08-31,Ceará,2,2,Palmeiras,Castelão,,
2013,18,2013-08-31,Sport,2,2,Boa,Ilha do Retiro,,
2013,19,2013-09-03,Boa,0,0,Avaí,Dilzon Melo,,
2013,19,2013-09-03,Figueirense,2,1,Bragantino,Orlando Scarpelli,,
2013,19,2013-09-03,Icasa,0,3,Paraná,Mauro Sampaio,,
2013,19,2013-09-03,Joinville,1,1,Ceará,Arena Joinville,,
2013,19,2013-09-03,Oeste,4,1,América-RN,Amaros,,
2013,19,2013-09-03,ABC,2,1,América-MG,Frasqueirão,,
2013,19,2013-09-03,Guaratinguetá,2,0,Atlético-GO,Dario Leite,,
2013,19,2013-09-03,Palmeiras,0,0,Chapecoense,Pacaembu,,
2013,19,2013-09-03,Paysandu,2,0,Sport,Curuzu,,
2013,19,2013-09-03,São Caetano,3,0,ASA,Anacleto Campanella,,
2013,20,2013-09-06,América-RN,2,0,Figueirense,Nazarenão,,
2013,20,2013-09-06,Avaí,2,2,Oeste,Ressacada,,
2013,20,2013-09-06,Ceará,4,2,São Caetano,Presidente Vargas,,
2013,20,2013-09-06,América-MG,1,0,Guaratinguetá,Independência,,
2013,20,2013-09-06,ASA,1,1,Paysandu,Coaracy Fonseca,,
2013,20,2013-09-06,Bragantino,1,2,Joinville,Nabi Abi Chedid,,
2013,20,2013-09-06,Chapecoense,1,0,Boa,Arena Condá,,
2013,20,2013-09-07,Atlético-GO,1,3,Palmeiras,Juscelino Kubitschek,,
2013,20,2013-09-07,Paraná,1,0,ABC,Durival Britto,,
2013,20,2013-09-07,Sport,0,2,Icasa,Ilha do Retiro,,
2013,21,2013-09-09,Figueirense,1,2,América-MG,Orlando Scarpelli,,
2013,21,2013-09-09,Boa,0,0,Bragantino,Dilzon Melo,,
2013,21,2013-09-10,Guaratinguetá,1,0,Avaí,Dario Leite,,
2013,21,2013-09-10,Oeste,1,0,Chapecoense,Amaros,,
2013,21,2013-09-10,São Caetano,2,1,Paraná,Anacleto Campanella,,
2013,21,2013-09-10,ABC,4,2,Sport,Frasqueirão,,
2013,21,2013-09-10,Icasa,1,1,América-RN,Mauro Sampaio,,
2013,21,2013-09-10,Joinville,2,1,Atlético-GO,Arena Joinville,,
2013,21,2013-09-10,Palmeiras,3,0,ASA,Pacaembu,,
2013,21,2013-09-10,Paysandu,2,1,Ceará,Curuzu,,
2013,22,2013-09-13,ASA,0,1,Joinville,Coaracy Fonseca,,
2013,22,2013-09-13,Atlético-GO,3,1,Boa,Serra Dourada,,
2013,22,2013-09-13,Paraná,1,2,Oeste,Durival Britto,,
2013,22,2013-09-13,Chapecoense,6,2,São Caetano,Arena Condá,,
2013,22,2013-09-14,América-MG,1,1,Palmeiras,Independência,,
2013,22,2013-09-14,Avaí,3,1,Icasa,Ressacada,,
2013,22,2013-09-14,Ceará,4,0,ABC,Castelão,,
2013,22,2013-09-14,Sport,1,0,Figueirense,Ilha do Retiro,,
2013,22,2013-09-14,América-RN,3,0,Paysandu,Nazarenão,,
2013,22,2013-09-14,Guaratinguetá,1,0,Bragantino,Dario Leite,,
2013,23,2013-09-17,América-MG,1,2,Icasa,Independência,,
2013,23,2013-09-17,Atlético-GO,1,1,São Caetano,Serra Dourada,,
2013,23,2013-09-17,Ceará,1,0,Oeste,Castelão,,
2013,23,2013-10-22,Chapecoense,1,1,Figueirense,Arena Condá,,
2013,23,2013-09-17,Sport,1,0,Guaratinguetá,Ilha do Retiro,,
2013,23,2013-09-17,América-RN,1,1,Joinville,Nazarenão,,
2013,23,2013-09-17,ASA,0,1,Boa,Coaracy Fonseca,,
2013,23,2013-09-17,Avaí,2,4,Palmeiras,Ressacada,,
2013,23,2013-09-17,Bragantino,2,1,ABC,Nabi Abi Chedid,,
2013,23,2013-09-17,Paraná,3,1,Paysandu,Durival Britto,,
2013,24,2013-09-20,Icasa,5,2,ASA,Mauro Sampaio,,
2013,24,2013-09-20,Oeste,1,1,América-MG,Amaros,,
2013,24,2013-09-20,São Caetano,0,1,Bragantino,Anacleto Campanella,,
2013,24,2013-09-20,Joinville,1,2,Avaí,Arena Joinville,,
2013,24,2013-09-21,ABC,2,0,Chapecoense,Frasqueirão,,
2013,24,2013-09-21,Boa,1,2,Ceará,Dilzon Melo,,
2013,24,2013-09-21,Figueirense,1,0,Paraná,Orlando Scarpelli,,
2013,24,2013-09-21,Palmeiras,2,1,Sport,Pacaembu,,
2013,24,2013-09-21,Guaratinguetá,2,0,América-RN,Dario Leite,,
2013,24,2013-09-21,Paysandu,0,0,Atlético-GO,Mangueirão,,
2013,25,2013-09-24,Figueirense,2,1,Ceará,Orlando Scarpelli,,
2013,25,2013-09-24,Paysandu,2,1,Chapecoense,Curuzu,,
2013,25,2013-09-27,Joinville,1,1,Guaratinguetá,Arena Joinville,,
2013,25,2013-09-27,São Caetano,2,2,Oeste,Anacleto Campanella,,
2013,25,2013-09-28,América-MG,0,0,Avaí,Independência,,
2013,25,2013-09-28,Bragantino,1,2,Sport,Nabi Abi Chedid,,
2013,25,2013-09-28,Icasa,0,0,Atlético-GO,Mauro Sampaio,,
2013,25,2013-09-28,Palmeiras,0,0,América-RN,Pacaembu,,
2013,25,2013-09-28,ABC,3,1,Boa,Frasqueirão,,
2013,25,2013-09-28,ASA,1,4,Paraná,Coaracy Fonseca,,
2013,26,2013-10-01,Atlético-GO,0,1,ABC,Serra Dourada,,
2013,26,2013-10-01,Ceará,1,0,Icasa,Castelão,,
2013,26,2013-10-01,Chapecoense,4,0,ASA,Arena Condá,,
2013,26,2013-10-01,Guaratinguetá,1,1,Paysandu,Dario Leite,,
2013,26,2013-10-01,Sport,3,2,Joinville,Ilha do Retiro,,
2013,26,2013-10-01,América-RN,0,2,Bragantino,Nazarenão,,
2013,26,2013-10-01,Avaí,2,1,São Caetano,Ressacada,,
2013,26,2013-10-01,Boa,0,2,Figueirense,Dilzon Melo,,
2013,26,2013-10-01,Oeste,0,2,Palmeiras,Amaros,,
2013,26,2013-10-01,Paraná,0,1,América-MG,Durival Britto,,
2013,27,2013-10-04,Boa,0,4,Oeste,Dilzon Melo,,
2013,27,2013-10-04,Icasa,3,2,Guaratinguetá,Mauro Sampaio,,
2013,27,2013-10-04,Sport,3,0,América-RN,Ilha do Retiro,,
2013,27,2013-10-04,Paraná,0,1,Avaí,Durival Britto,,
2013,27,2013-10-05,ABC,3,2,Palmeiras,Frasqueirão,,
2013,27,2013-10-05,ASA,2,3,Ceará,Coaracy Fonseca,,
2013,27,2013-10-05,Chapecoense,2,1,Joinville,Arena Condá,,
2013,27,2013-10-05,Figueirense,1,1,Atlético-GO,Orlando Scarpelli,,
2013,27,2013-10-05,Bragantino,0,1,América-MG,Nabi Abi Chedid,,
2013,27,2013-10-05,São Caetano,3,1,Paysandu,Anacleto Campanella,,
2013,28,2013-10-08,América-MG,1,1,Chapecoense,Independência,,
2013,28,2013-10-08,Atlético-GO,5,1,ASA,Serra Dourada,,
2013,28,2013-10-08,Guaratinguetá,3,2,São Caetano,Dario Leite,,
2013,28,2013-10-08,Oeste,0,0,Icasa,Amaros,,
2013,28,2013-10-08,Palmeiras,4,0,Figueirense,Café,,
2013,28,2013-10-08,América-RN,4,1,Paraná,Nazarenão,,
2013,28,2013-10-08,Avaí,1,0,Sport,Ressacada,,
2013,28,2013-10-08,Ceará,5,3,Bragantino,Castelão,,
2013,28,2013-10-08,Joinville,1,2,ABC,Arena Joinville,,
2013,28,2013-10-08,Paysandu,0,0,Boa,Curuzu,,
2013,29,2013-10-11,América-MG,0,0,Boa,Independência,,
2013,29,2013-10-11,Joinville,0,0,Icasa,Arena Joinville,,
2013,29,2013-10-11,Palmeiras,1,0,Guaratinguetá,Café,,
2013,29,2013-10-12,América-RN,2,1,Atlético-GO,Nazarenão,,
2013,29,2013-10-12,Avaí,1,2,Chapecoense,Ressacada,,
2013,29,2013-10-12,Ceará,1,1,Paraná,Castelão,,
2013,29,2013-10-12,Oeste,0,3,Sport,Amaros,,
2013,29,2013-10-12,Bragantino,2,0,ASA,Nabi Abi Chedid,,
2013,29,2013-10-12,São Caetano,0,2,Figueirense,Anacleto Campanella,,
2013,29,2013-10-22,Paysandu,1,0,ABC,Mangueirão,,
2013,30,2013-10-15,ASA,1,2,América-RN,Coaracy Fonseca,,
2013,30,2013-10-15,Boa,1,0,Joinville,Dilzon Melo,,
2013,30,2013-10-15,Chapecoense,1,1,Ceará,Arena Condá,,
2013,30,2013-10-15,Guaratinguetá,0,0,Oeste,Dario Leite,,
2013,30,2013-10-15,Sport,1,3,América-MG,Ilha do Retiro,,
2013,30,2013-10-15,ABC,2,0,São Caetano,Frasqueirão,,
2013,30,2013-10-15,Figueirense,3,2,Paysandu,Orlando Scarpelli,,
2013,30,2013-10-15,Icasa,1,0,Palmeiras,Mauro Sampaio,,
2013,30,2013-10-15,Paraná,1,0,Bragantino,Durival Britto,,
2013,30,2013-10-29,Atlético-GO,2,1,Avaí,Serra Dourada,,
2013,31,2013-10-18,ASA,3,0,Oeste,Coaracy Fonseca,,
2013,31,2013-10-18,Boa,3,2,América-RN,Dilzon Melo,,
2013,31,2013-10-18,Paysandu,0,2,Avaí,Curuzu,,
2013,31,2013-10-18,Ceará,1,1,América-MG,Castelão,,
2013,31,2013-10-19,ABC,2,4,Guaratinguetá,Frasqueirão,,
2013,31,2013-10-19,Bragantino,0,2,Palmeiras,Nabi Abi Chedid,,
2013,31,2013-10-19,Chapecoense,0,0,Sport,Arena Condá,,
2013,31,2013-10-19,Figueirense,0,1,Joinville,Orlando Scarpelli,,
2013,31,2013-10-19,São Caetano,2,1,Icasa,Anacleto Campanella,,
2013,31,2013-10-22,Paraná,1,1,Atlético-GO,Durival Britto,,
2013,32,2013-10-25,Atlético-GO,0,0,Chapecoense,Serra Dourada,,
2013,32,2013-10-25,Icasa,1,0,Figueirense,Mauro Sampaio,,
2013,32,2013-10-25,Avaí,3,0,Bragantino,Ressacada,,
2013,32,2013-10-26,América-RN,1,0,Ceará,Nazarenão,,
2013,32,2013-10-26,Joinville,1,0,Paraná,Arena Joinville,,
2013,32,2013-10-26,Oeste,2,1,ABC,Amaros,,
2013,32,2013-10-26,Palmeiras,0,0,São Caetano,Pacaembu,,
2013,32,2013-10-26,Sport,4,2,ASA,Ilha do Retiro,,
2013,32,2013-10-26,Guaratinguetá,0,0,Boa,Dario Leite,,
2013,32,2013-10-29,América-MG,0,1,Paysandu,Independência,,
2013,33,2013-11-01,Joinville,4,2,Paysandu,Arena Joinville,,
2013,33,2013-11-01,América-MG,1,0,ASA,Independência,,
2013,33,2013-11-01,Icasa,1,0,Boa,Mauro Sampaio,,
2013,33,2013-11-01,Atlético-GO,1,3,Ceará,Serra Dourada,,
2013,33,2013-11-02,Guaratinguetá,0,0,Chapecoense,Dario Leite,,
2013,33,2013-11-02,Paraná,1,1,Palmeiras,Durival Britto,,
2013,33,2013-11-02,ABC,3,3,América-RN,Frasqueirão,,
2013,33,2013-11-02,Sport,3,0,São Caetano,Ilha do Retiro,,
2013,33,2013-11-02,Oeste,2,0,Bragantino,Amaros,,
2013,33,2013-11-03,Avaí,0,4,Figueirense,Ressacada,,
2013,34,2013-11-05,Chapecoense,0,0,América-RN,Arena Condá,,
2013,34,2013-11-05,São Caetano,1,1,América-MG,Anacleto Campanella,,
2013,34,2013-11-08,Bragantino,2,0,Atlético-GO,Nabi Abi Chedid,,
2013,34,2013-11-08,ASA,1,0,Avaí,Coaracy Fonseca,,
2013,34,2013-11-08,Boa,3,2,Paraná,Dilzon Melo,,
2013,34,2013-11-09,Palmeiras,3,0,Joinville,Pacaembu,,
2013,34,2013-11-09,ABC,1,0,Icasa,Frasqueirão,,
2013,34,2013-11-09,Ceará,4,1,Sport,Castelão,,
2013,34,2013-11-09,Paysandu,3,3,Oeste,Curuzu,,
2013,34,2013-11-09,Figueirense,2,1,Guaratinguetá,Orlando Scarpelli,,
2013,35,2013-11-12,Boa,1,0,São Caetano,Dilzon Melo,,
2013,35,2013-11-12,Bragantino,1,2,Icasa,Nabi Abi Chedid,,
2013,35,2013-11-12,Figueirense,2,0,ABC,Orlando Scarpelli,,
2013,35,2013-11-12,Joinville,1,1,Oeste,Arena Joinville,,
2013,35,2013-11-12,Paraná,0,1,Chapecoense,Durival Britto,,
2013,35,2013-11-12,América-RN,2,2,América-MG,Nazarenão,,
2013,35,2013-11-12,ASA,2,1,Guaratinguetá,Coaracy Fonseca,,
2013,35,2013-11-12,Atlético-GO,2,1,Sport,Serra Dourada,,
2013,35,2013-11-12,Ceará,2,1,Avaí,Castelão,,
2013,35,2013-11-12,Paysandu,1,0,Palmeiras,Mangueirão,,
2013,36,2013-11-15,Guaratinguetá,0,1,Ceará,Dario Leite,,
2013,36,2013-11-15,ABC,4,1,ASA,Frasqueirão,,
2013,36,2013-11-15,Icasa,2,1,Paysandu,Mauro Sampaio,,
2013,36,2013-11-16,Chapecoense,1,1,Bragantino,Arena Condá,,
2013,36,2013-11-16,Palmeiras,3,0,Boa,Pacaembu,,
2013,36,2013-11-16,América-MG,3,0,Atlético-GO,Independência,,
2013,36,2013-11-16,Avaí,0,1,América-RN,Ressacada,,
2013,36,2013-11-16,Sport,2,0,Paraná,Ilha do Retiro,,
2013,36,2013-11-16,Oeste,2,2,Figueirense,Amaros,,
2013,36,2013-11-16,São Caetano,3,2,Joinville,Anacleto Campanella,,
2013,37,2013-11-22,Figueirense,2,0,ASA,Orlando Scarpelli,,
2013,37,2013-11-22,Joinville,2,1,América-MG,Arena Joinville,,
2013,37,2013-11-23,Icasa,1,2,Chapecoense,Mauro Sampaio,,
2013,37,2013-11-23,ABC,1,0,Avaí,Frasqueirão,,
2013,37,2013-11-23,Boa,2,3,Sport,Dilzon Melo,,
2013,37,2013-11-23,Guaratinguetá,3,4,Paraná,Dario Leite,,
2013,37,2013-11-23,Oeste,2,4,Atlético-GO,Amaros,,
2013,37,2013-11-23,Palmeiras,4,1,Ceará,Morenão,,
2013,37,2013-11-23,Paysandu,0,1,Bragantino,Mangueirão,,
2013,37,2013-11-23,São Caetano,2,2,América-RN,Anacleto Campanella,,
2013,38,2013-11-29,América-MG,0,0,ABC,Independência,,
2013,38,2013-11-29,ASA,1,0,São Caetano,Coaracy Fonseca,,
2013,38,2013-11-29,Avaí,1,0,Boa,Ressacada,,
2013,38,2013-11-30,América-RN,2,2,Oeste,Aflitos,,
2013,38,2013-11-30,Atlético-GO,2,0,Guaratinguetá,Serra Dourada,,
2013,38,2013-11-30,Bragantino,1,1,Figueirense,Nabi Abi Chedid,,
2013,38,2013-11-30,Ceará,0,3,Joinville,Castelão,,
2013,38,2013-11-30,Chapecoense,1,0,Palmeiras,Arena Condá,,
2013,38,2013-11-30,Paraná,2,0,Icasa,Durival Britto,,
2013,38,2013-11-30,Sport,0,0,Paysandu,Ilha do Retiro,,
2014,1,2014-04-18,Joinville,3,0,Portuguesa,Arena Joinville,,
2014,1,2014-04-18,Sampaio Corrêa,0,2,Paraná,Castelão,,
2014,1,2014-04-18,Vila Nova,0,0,Luverdense,Serra Dourada,,
2014,1,2014-04-18,Ponte Preta,1,1,Icasa,Moisés Lucarelli,,
2014,1,2014-04-19,Boa,1,1,Atlético-GO,Dilzon Melo,,
2014,1,2014-04-19,Bragantino,2,2,Náutico,Nabi Abi Chedid,,
2014,1,2014-04-19,Santa Cruz,1,1,ABC,Arruda,,
2014,1,2014-04-19,Vasco,1,1,América-MG,São Januário,,
2014,1,2014-04-19,América-RN,3,1,Avaí,Arena das Dunas,,
2014,1,2014-04-19,Ceará,1,0,Oeste,Castelão,,
2014,2,2014-04-22,Avaí,1,2,Bragantino,Ressacada,,
2014,2,2014-04-25,Icasa,0,3,Sampaio Corrêa,Mauro Sampaio,,
2014,2,2014-04-25,Paraná,2,3,Joinville,Durival Britto,,
2014,2,2014-04-26,Atlético-GO,2,2,Ponte Preta,Serra Dourada,,
2014,2,2014-04-26,Luverdense,2,1,Vasco,Arena Pantanal,,
2014,2,2014-04-26,Náutico,2,0,Vila Nova,Arena Pernambuco,,
2014,2,2014-04-26,Oeste,2,1,América-RN,Amaros,,
2014,2,2014-04-26,Portuguesa,1,1,Santa Cruz,Canindé,,
2014,2,2014-04-26,ABC,1,0,Boa,Iberezão,,
2014,2,2014-04-26,América-MG,3,0,Ceará,Independência,,
2014,3,2014-04-29,Bragantino,2,2,Portuguesa,Nabi Abi Chedid,,
2014,3,2014-05-02,Joinville,2,1,Icasa,Arena Joinville,,
2014,3,2014-05-02,Santa Cruz,1,1,Paraná,Arruda,,
2014,3,2014-05-03,Ponte Preta,2,2,Luverdense,Moisés Lucarelli,,
2014,3,2014-05-03,Boa,1,3,América-MG,Dilzon Melo,,
2014,3,2014-05-03,Vasco,3,0,Atlético-GO,São Januário,,
2014,3,2014-05-03,Ceará,2,2,Náutico,Castelão,,
2014,3,2014-05-03,América-RN,0,2,ABC,Arena das Dunas,,
2014,3,2014-05-03,Sampaio Corrêa,2,2,Oeste,Castelão,,
2014,3,2014-05-03,Vila Nova,0,1,Avaí,Serra Dourada,,
2014,4,2014-05-06,Boa,2,1,Portuguesa,Dilzon Melo,,
2014,4,2014-05-09,Vila Nova,0,1,Icasa,Serra Dourada,,
2014,4,2014-05-10,América-RN,3,3,Atlético-GO,Arena das Dunas,,
2014,4,2014-05-10,Joinville,1,0,Náutico,Arena Joinville,,
2014,4,2014-05-10,Ponte Preta,2,1,ABC,Moisés Lucarelli,,
2014,4,2014-05-10,Santa Cruz,0,0,Luverdense,Arruda,,
2014,4,2014-05-10,Vasco,2,0,Oeste,São Januário,,
2014,4,2014-05-10,Bragantino,0,2,América-MG,Nabi Abi Chedid,,
2014,4,2014-05-10,Ceará,2,1,Paraná,Castelão,,
2014,4,2014-06-07,Sampaio Corrêa,1,1,Avaí,Castelão,,
2014,5,2014-05-13,Oeste,1,1,Ponte Preta,Amaros,,
2014,5,2014-05-16,Paraná,0,0,Boa,Durival Britto,,
2014,5,2014-05-17,ABC,1,0,Sampaio Corrêa,Iberezão,,
2014,5,2014-05-17,América-MG,2,0,Vila Nova,Independência,,
2014,5,2014-05-17,Avaí,1,1,Ceará,Ressacada,,
2014,5,2014-05-17,Icasa,1,1,Santa Cruz,Mauro Sampaio,,
2014,5,2014-05-17,Portuguesa,1,2,América-RN,Canindé,,
2014,5,2014-05-17,Atlético-GO,0,0,Joinville,Serra Dourada,,
2014,5,2014-05-17,Luverdense,2,0,Bragantino,Passo das Emas,,
2014,5,2014-08-12,Náutico,0,1,Vasco,Arena Pernambuco,,
2014,6,2014-05-20,América-MG,3,1,Joinville,Mineirão,,
2014,6,2014-05-20,Atlético-GO,2,0,ABC,Serra Dourada,,
2014,6,2014-05-20,Avaí,2,1,Paraná,Ressacada,,
2014,6,2014-05-20,Oeste,1,1,Santa Cruz,Amaros,,
2014,6,2014-05-20,Ponte Preta,1,0,Vila Nova,Moisés Lucarelli,,
2014,6,2014-05-20,América-RN,0,1,Ceará,Arena das Dunas,,
2014,6,2014-05-20,Icasa,3,0,Bragantino,Mauro Sampaio,,
2014,6,2014-05-20,Luverdense,4,2,Boa,Passo das Emas,,
2014,6,2014-05-20,Náutico,2,1,Portuguesa,Arena Pernambuco,,
2014,6,2014-05-20,Vasco,1,1,Sampaio Corrêa,Alberto Silva,,
2014,7,2014-05-23,Boa,2,0,Avaí,Dilzon Melo,,
2014,7,2014-05-23,Bragantino,3,0,Oeste,Nabi Abi Chedid,,
2014,7,2014-05-23,Santa Cruz,1,1,América-MG,Arruda,,
2014,7,2014-05-23,Ceará,3,2,Ponte Preta,Horácio Domingos,,
2014,7,2014-05-24,Joinville,0,0,Vasco,Arena Joinville,,
2014,7,2014-05-24,Portuguesa,2,0,Atlético-GO,Canindé,,
2014,7,2014-05-24,Sampaio Corrêa,1,0,Luverdense,Castelão,,
2014,7,2014-05-24,Vila Nova,1,3,América-RN,Serra Dourada,,
2014,7,2014-05-24,ABC,3,0,Icasa,Frasqueirão,,
2014,7,2014-05-24,Paraná,2,0,Náutico,Durival Britto,,
2014,8,2014-05-27,ABC,0,1,Oeste,Frasqueirão,,
2014,8,2014-05-27,Boa,0,2,Santa Cruz,Dilzon Melo,,
